Label (Grouping),Year,Total,"Less than $10,000","$10,000 to $14,999","$15,000 to $19,999","$20,000 to $24,999","$25,000 to $29,999","$30,000 to $34,999","$35,000 to $39,999","$40,000 to $49,999","$50,000 to $59,999","$60,000 to $69,999","$70,000 to $79,999","$80,000 to $89,999","$90,000 to $99,999","$100,000 to $124,999","$125,000 to $149,999","$150,000 to $174,999","$175,000 to $199,999","$200,000 to $249,999","$250,000 to $299,999","$300,000 to $399,999","$400,000 to $499,999","$500,000 to $749,999","$750,000 to $999,999","$1,000,000 to $1,499,999","$1,500,000 to $1,999,999","$2,000,000 or more"
Census Tract 45; Multnomah County; Oregon,2023,654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,26,236,107,190,57,9
Census Tract 46.01; Multnomah County; Oregon,2023,"1,333",7,8,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,0,0,28,97,211,268,328,250,120
Census Tract 46.02; Multnomah County; Oregon,2023,623,0,0,0,0,0,0,0,0,0,0,0,0,6,0,14,0,0,12,6,10,6,98,105,223,70,73
Census Tract 47; Multnomah County; Oregon,2023,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,38,21,95,82,240,58,13
Census Tract 48; Multnomah County; Oregon,2023,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,13,59,20,44,11,0
Census Tract 49.01; Multnomah County; Oregon,2023,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,11,25,24,73,18,58,23,0
Census Tract 49.02; Multnomah County; Oregon,2023,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,25,29,0,59,0,0
Census Tract 50.01; Multnomah County; Oregon,2023,563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,171,125,111,29,17,0
Census Tract 50.02; Multnomah County; Oregon,2023,158,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,11,26,53,13,0,0,0,21,20,0,0
Census Tract 51.01; Multnomah County; Oregon,2023,722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,39,112,155,181,201,0,0
Census Tract 51.02; Multnomah County; Oregon,2023,684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,29,148,77,257,27,95,0,31
Census Tract 51.03; Multnomah County; Oregon,2023,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,207,0,17,33,59,0,0
Census Tract 52.01; Multnomah County; Oregon,2023,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0
Census Tract 52.02; Multnomah County; Oregon,2023,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,135,70,178,17,29,29,15
Census Tract 55; Multnomah County; Oregon,2023,381,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,42,9,113,41,101,47,0,15,0
Census Tract 56.01; Multnomah County; Oregon,2023,346,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,67,42,140,37,21,0,0
Census Tract 56.02; Multnomah County; Oregon,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Census Tract 57.01; Multnomah County; Oregon,2023,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,6
Census Tract 57.02; Multnomah County; Oregon,2023,849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,157,186,325,66,12,18,0
Census Tract 58; Multnomah County; Oregon,2023,"1,211",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,16,0,58,291,333,351,69,66
Census Tract 59.01; Multnomah County; Oregon,2023,400,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,28,0,39,9,239,65,10,0,0
Census Tract 59.02; Multnomah County; Oregon,2023,779,22,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,92,329,193,83,47,0
Census Tract 59.03; Multnomah County; Oregon,2023,"1,006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,169,90,290,250,156,43,0,0
Census Tract 60.01; Multnomah County; Oregon,2023,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,14,17,77,154,104,5,19
Census Tract 60.02; Multnomah County; Oregon,2023,746,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,16,35,428,222,35,0,0
Census Tract 61; Multnomah County; Oregon,2023,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,37,230,331,190,9,5
Census Tract 62; Multnomah County; Oregon,2023,"1,124",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,10,38,167,600,213,76,0,12
Census Tract 63; Multnomah County; Oregon,2023,"1,617",0,0,0,0,0,0,0,0,9,0,0,0,0,2,0,3,0,14,0,53,83,502,281,222,139,309
Census Tract 64.02; Multnomah County; Oregon,2023,"2,261",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,108,31,58,226,947,575,278,0,9
Census Tract 64.03; Multnomah County; Oregon,2023,963,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,38,42,16,161,558,106,28,0,0
Census Tract 64.04; Multnomah County; Oregon,2023,"1,233",0,0,0,0,0,0,0,0,8,0,0,11,0,9,0,6,16,34,100,130,229,314,289,87,0,0
Census Tract 65.01; Multnomah County; Oregon,2023,"2,110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,142,453,"1,084",256,89,37,15
Census Tract 65.02; Multnomah County; Oregon,2023,"1,234",0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,32,12,284,54,114,513,132,55,0,14
Census Tract 66.01; Multnomah County; Oregon,2023,991,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,12,23,66,95,370,372,36,9,0
Census Tract 66.02; Multnomah County; Oregon,2023,"1,119",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,63,65,506,334,116,0,0
Census Tract 67.01; Multnomah County; Oregon,2023,861,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,104,454,221,42,0,0
Census Tract 67.02; Multnomah County; Oregon,2023,722,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,10,0,11,0,24,134,380,115,39,0,0
Census Tract 68.01; Multnomah County; Oregon,2023,614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,22,184,245,148,0,0
Census Tract 68.02; Multnomah County; Oregon,2023,"1,112",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,62,430,390,202,8,12
Census Tract 69; Multnomah County; Oregon,2023,"1,049",8,0,0,0,0,0,0,0,0,0,0,0,15,26,0,0,0,30,12,0,8,130,198,305,124,193
Census Tract 70.01; Multnomah County; Oregon,2023,"1,999",0,0,0,0,0,0,0,0,11,0,0,12,0,0,0,0,0,0,0,148,301,243,658,575,32,19
Census Tract 70.02; Multnomah County; Oregon,2023,954,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,16,0,0,0,0,26,145,153,361,148,93
Census Tract 71; Multnomah County; Oregon,2023,936,14,0,0,0,12,0,0,0,0,0,0,9,0,0,0,0,13,43,0,99,82,158,316,143,28,19
Census Tract 72.01; Multnomah County; Oregon,2023,"1,034",0,0,10,22,36,42,26,34,29,44,26,2,23,16,17,18,31,80,21,163,130,169,27,68,0,0
Census Tract 72.02; Multnomah County; Oregon,2023,932,0,0,11,9,28,0,0,0,0,0,0,56,0,27,14,0,25,0,9,128,273,256,36,35,15,10
Census Tract 73; Multnomah County; Oregon,2023,100,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,5,0,16,4,0,9,25,24,5,0,0
Census Tract 74; Multnomah County; Oregon,2023,696,11,21,0,48,0,0,0,10,0,0,0,56,0,0,0,9,0,0,37,71,146,261,13,8,0,5
Census Tract 75; Multnomah County; Oregon,2023,"1,408",24,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,19,0,96,153,339,606,94,51,0,14
Census Tract 76; Multnomah County; Oregon,2023,836,63,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,10,9,161,289,232,48,14,0,0
Census Tract 77; Multnomah County; Oregon,2023,688,33,0,0,8,0,6,0,0,28,6,0,0,0,53,47,0,0,6,66,241,144,37,4,0,0,9
Census Tract 78; Multnomah County; Oregon,2023,519,9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,20,39,177,264,2,0,0,0
Census Tract 79; Multnomah County; Oregon,2023,976,0,0,0,9,0,0,0,0,0,4,0,0,0,9,0,0,0,20,20,193,378,339,4,0,0,0
Census Tract 80.01; Multnomah County; Oregon,2023,947,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,6,0,65,18,433,232,167,0,11,0,0
Census Tract 80.02; Multnomah County; Oregon,2023,773,0,0,14,0,0,0,0,0,0,0,0,0,0,9,0,0,0,10,0,186,411,143,0,0,0,0
Census Tract 81; Multnomah County; Oregon,2023,"1,258",0,15,0,0,48,0,0,17,10,0,0,0,0,0,17,16,20,50,171,235,510,149,0,0,0,0
Census Tract 82.01; Multnomah County; Oregon,2023,643,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,18,49,294,275,0,0,0,0
Census Tract 82.03; Multnomah County; Oregon,2023,716,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,17,0,12,55,169,352,77,15,0,0,0
Census Tract 82.04; Multnomah County; Oregon,2023,651,0,0,0,0,0,0,0,0,104,0,0,0,0,80,0,0,0,47,7,248,133,32,0,0,0,0
Census Tract 83.01; Multnomah County; Oregon,2023,677,0,0,0,9,0,0,0,14,0,0,0,0,0,0,0,0,0,63,72,215,263,41,0,0,0,0
Census Tract 83.02; Multnomah County; Oregon,2023,922,25,0,0,0,0,0,9,0,26,0,0,0,0,0,0,0,0,38,49,318,373,84,0,0,0,0
Census Tract 84; Multnomah County; Oregon,2023,787,0,0,0,0,0,0,0,18,0,0,0,31,22,0,0,14,8,52,46,220,281,86,9,0,0,0
Census Tract 85; Multnomah County; Oregon,2023,947,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,61,86,333,293,127,38,0,0,0
Census Tract 86; Multnomah County; Oregon,2023,"1,046",105,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,5,19,34,394,321,84,71,0,0,0
Census Tract 87; Multnomah County; Oregon,2023,"1,342",0,0,0,0,0,0,9,34,0,0,0,0,0,0,0,9,18,51,43,452,378,259,89,0,0,0
Census Tract 88; Multnomah County; Oregon,2023,"1,150",0,0,0,0,0,8,0,0,0,0,0,0,0,0,7,0,0,30,15,384,456,202,38,0,0,10
Census Tract 89.02; Multnomah County; Oregon,2023,646,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,10,38,233,289,33,10,0,0
Census Tract 89.03; Multnomah County; Oregon,2023,"1,531",8,0,0,0,0,0,0,20,0,0,0,0,0,0,0,9,0,0,0,241,374,746,119,0,0,14
Census Tract 89.04; Multnomah County; Oregon,2023,860,0,0,0,0,0,25,0,0,0,0,34,0,0,17,13,0,0,0,80,131,173,378,9,0,0,0
Census Tract 90.01; Multnomah County; Oregon,2023,"1,210",0,0,11,0,23,0,0,28,0,0,0,0,8,44,19,0,66,0,126,268,484,133,0,0,0,0
Census Tract 90.02; Multnomah County; Oregon,2023,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,29,193,171,97,0,0,0,0
Census Tract 91.01; Multnomah County; Oregon,2023,"1,083",60,0,0,50,0,0,0,25,4,0,0,0,0,38,59,42,0,47,116,194,274,174,0,0,0,0
Census Tract 91.02; Multnomah County; Oregon,2023,"1,787",0,66,0,0,38,0,0,26,0,14,0,0,16,24,30,14,156,94,30,349,610,303,0,17,0,0
Census Tract 92.02; Multnomah County; Oregon,2023,967,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,121,77,281,383,63,15,0,0,7
Census Tract 92.03; Multnomah County; Oregon,2023,804,7,0,0,12,0,16,0,0,15,0,0,46,0,14,0,10,5,33,11,191,287,143,14,0,0,0
Census Tract 92.04; Multnomah County; Oregon,2023,816,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,7,96,199,162,203,140,0,0,0,0
Census Tract 93.01; Multnomah County; Oregon,2023,920,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,76,0,158,378,204,34,0,0,0
Census Tract 93.02; Multnomah County; Oregon,2023,"1,068",0,0,0,0,0,0,0,35,0,14,0,0,0,0,13,0,18,71,41,286,406,173,11,0,0,0
Census Tract 94; Multnomah County; Oregon,2023,"2,560",0,0,0,0,0,0,0,19,0,0,0,0,0,0,46,0,49,20,71,691,919,726,19,0,0,0
Census Tract 95.01; Multnomah County; Oregon,2023,"1,234",51,0,0,0,15,0,0,0,0,9,8,0,0,22,0,25,35,29,97,208,313,310,112,0,0,0
Census Tract 95.02; Multnomah County; Oregon,2023,912,0,0,0,0,7,16,0,0,0,0,0,0,0,0,0,0,0,6,28,148,369,323,15,0,0,0
Census Tract 96.03; Multnomah County; Oregon,2023,810,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,29,0,58,105,287,288,32,0,0,0,0
Census Tract 96.04; Multnomah County; Oregon,2023,"1,049",26,0,0,43,0,7,0,60,0,0,76,0,12,17,0,0,25,43,138,244,285,73,0,0,0,0
Census Tract 96.05; Multnomah County; Oregon,2023,"1,054",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,48,132,355,482,0,0,0,0
Census Tract 96.06; Multnomah County; Oregon,2023,753,1,0,0,0,0,8,19,0,0,0,0,0,0,0,0,0,6,21,34,200,436,21,0,7,0,0
Census Tract 97.01; Multnomah County; Oregon,2023,"1,098",0,0,0,0,0,17,0,0,2,0,0,0,0,0,7,0,25,25,36,568,298,120,0,0,0,0
Census Tract 97.03; Multnomah County; Oregon,2023,"1,056",36,0,16,7,0,12,0,8,0,13,60,14,0,9,0,0,0,150,41,270,320,100,0,0,0,0
Census Tract 97.04; Multnomah County; Oregon,2023,"1,007",0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,65,358,490,68,0,0,0,0
Census Tract 98.01; Multnomah County; Oregon,2023,488,0,35,0,0,0,0,0,47,0,38,0,0,13,0,0,0,0,8,9,184,95,48,0,11,0,0
Census Tract 98.03; Multnomah County; Oregon,2023,"1,408",0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,170,139,524,330,197,0,0,0,0
Census Tract 98.04; Multnomah County; Oregon,2023,567,0,0,0,11,0,36,0,0,0,0,16,0,0,3,0,0,0,35,9,166,247,44,0,0,0,0
Census Tract 99.03; Multnomah County; Oregon,2023,"2,245",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,45,36,635,"1,408",42,42,0,20
Census Tract 99.04; Multnomah County; Oregon,2023,873,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,12,21,140,15,168,262,218,28,0,0,0
Census Tract 99.05; Multnomah County; Oregon,2023,892,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,68,170,313,312,0,0,0,0
Census Tract 99.06; Multnomah County; Oregon,2023,"1,275",12,0,0,0,6,0,0,0,0,25,0,0,0,0,0,0,0,0,39,111,484,551,47,0,0,0
Census Tract 99.07; Multnomah County; Oregon,2023,"1,520",5,0,0,0,0,0,0,8,0,0,0,9,19,0,0,0,0,17,35,265,391,582,142,47,0,0
Census Tract 100.01; Multnomah County; Oregon,2023,653,0,0,0,0,0,19,0,0,0,0,21,0,0,0,0,0,0,0,74,233,161,106,20,19,0,0
Census Tract 100.02; Multnomah County; Oregon,2023,"1,294",0,0,0,0,0,0,0,19,15,0,12,0,0,0,39,0,0,72,50,213,408,393,48,0,0,25
Census Tract 101.01; Multnomah County; Oregon,2023,894,17,0,0,0,0,22,0,40,0,0,0,0,0,0,0,0,0,55,55,172,447,86,0,0,0,0
Census Tract 101.02; Multnomah County; Oregon,2023,669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,39,0,189,274,144,0,0,0,0
Census Tract 102; Multnomah County; Oregon,2023,"2,004",23,48,0,0,9,0,19,88,76,37,14,0,74,86,20,72,30,0,62,286,644,295,44,77,0,0
Census Tract 103.03; Multnomah County; Oregon,2023,"1,126",0,0,0,0,29,0,0,60,76,0,0,0,0,39,15,0,0,0,56,158,512,107,30,0,0,44
Census Tract 103.04; Multnomah County; Oregon,2023,912,29,31,7,59,117,11,0,11,10,8,2,0,0,0,0,13,0,86,32,281,105,95,15,0,0,0
Census Tract 103.05; Multnomah County; Oregon,2023,"1,049",32,0,0,0,0,0,7,0,18,18,0,13,7,14,34,0,15,20,29,272,356,196,8,10,0,0
Census Tract 103.06; Multnomah County; Oregon,2023,"1,302",9,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,19,63,191,740,245,7,0,0,0
Census Tract 104.02; Multnomah County; Oregon,2023,"1,445",0,0,0,0,0,0,0,0,16,0,0,0,15,0,0,32,0,15,0,119,391,671,152,34,0,0
Census Tract 104.05; Multnomah County; Oregon,2023,"1,174",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,20,398,546,177,0,0,0,0
Census Tract 104.07; Multnomah County; Oregon,2023,"1,189",0,0,0,0,0,0,12,19,6,0,0,0,0,0,0,10,0,9,15,143,552,380,35,8,0,0
Census Tract 104.08; Multnomah County; Oregon,2023,"1,432",14,0,16,21,41,0,19,68,71,37,0,0,15,34,58,0,8,0,10,194,523,285,0,18,0,0
Census Tract 104.10; Multnomah County; Oregon,2023,729,6,0,0,5,0,0,0,0,0,0,0,0,0,0,5,6,37,90,101,237,157,85,0,0,0,0
Census Tract 104.11; Multnomah County; Oregon,2023,684,9,6,0,15,0,0,0,11,30,0,0,0,0,66,8,17,0,71,118,213,86,34,0,0,0,0
Census Tract 104.12; Multnomah County; Oregon,2023,981,0,0,0,0,0,0,0,7,0,21,0,0,0,0,0,0,0,4,33,74,245,585,12,0,0,0
Census Tract 104.13; Multnomah County; Oregon,2023,"1,196",0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,44,0,0,23,241,375,483,7,0,0,0
Census Tract 105; Multnomah County; Oregon,2023,"1,186",0,0,0,0,0,0,0,9,0,0,8,0,0,22,0,0,28,0,18,46,46,675,230,104,0,0
Census Tract 106.01; Multnomah County; Oregon,2023,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,13,93,46,47,0,54,10
Census Tract 106.02; Multnomah County; Oregon,2023,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0
Census Tract 9800; Multnomah County; Oregon,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
